<Logging continued from "data/ulx_logs/07-06-21.txt">
[00:14:02] Client "Starburst" connected.
[16:17:46] ▰Angry▰Timur▰ set the armor for Themself to 100
[16:17:50] ACLAPAC: Я ненавижу таких людей на админах
[16:18:04] Пиромант: есть такая вещица, как ноклип, живи и учись
[16:18:15] Пиромант: хотя...
[16:18:18] Gamer_X86<STEAM_0:1:425625503> spawned sent item_box_buckshot
[16:18:18] Gamer_X86<STEAM_0:1:425625503> spawned sent item_box_buckshot
[16:18:18] Gamer_X86<STEAM_0:1:425625503> spawned sent item_box_buckshot
[16:18:20] ACLAPAC: ну еще он летат на ноуклипе смотря сквось текстуры
[16:18:23] ACLAPAC: ищя проходы
[16:18:24] ACLAPAC: а не идя
[16:18:32] Пиромант: похоже кое кто не закрыл некоторые щелииииииии
[16:18:33] ACLAPAC: я то не зря за тобой следил
[16:18:37] ACLAPAC: ты смотрелц
[16:18:44] TolikUSR_1: /status Библиатекарь
[16:18:49] ACLAPAC: ты искал незакрытые вещи 
[16:18:55] ACLAPAC: да
[16:18:55] Пиромант: библейский аптекарь
[16:19:02] ACLAPAC: думаешь я не видел?
[16:19:03] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_codedoor_left.mdl
[16:19:07] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_codedoor_left.mdl
[16:19:09] ACLAPAC: ты летал бля изначально 
[16:19:10] TolikUSR_1 запустил голосование на Вкл/Выкл RP Voice
[16:19:11] ACLAPAC: и искал места
[16:19:12] TolikUSR_1: 1
[16:19:14] ▰Angry▰Timur▰: 1
[16:19:15] ACLAPAC: 1
[16:19:15] Пиромант: 1
[16:19:15] Gamer_X86: 1
[16:19:21] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_hhead
[16:19:22] Пиромант: и как? 
[16:19:25] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_htorso
[16:19:25] TolikUSR_1: не хачу ваш срач слушать
[16:19:30] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_hlshoulder
[16:19:31] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_hrshoulder
[16:19:36] Пиромант: вроде не слышу, и хорошо
[16:19:36] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_srcalf
[16:19:37] ACLAPAC: он покупал админку?
[16:19:39] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_slcalf
[16:19:43] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_codedoor_right.mdl
[16:19:50] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_door_bar_rostok_01.mdl
[16:19:53] TolikUSR_1: не помню
[16:19:53] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned NPC npc_poisonzombie
[16:20:04] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned NPC npc_poisonzombie
[16:20:12] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_codedoor_right.mdl
[16:20:13] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned NPC npc_poisonzombie
[16:20:13] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_codedoor_left.mdl
[16:20:15] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_codedoor_left.mdl
[16:20:27] *** TolikUSR_1 по рации : Бармен ты где ?
[16:20:34] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:35] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:35] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:36] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:36] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:36] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:36] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:36] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:36] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:37] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:37] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:37] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:37] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:37] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:37] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:38] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:38] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_groza_ammo_box
[16:20:41] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:41] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:41] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:41] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:41] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:42] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:42] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:42] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:43] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:43] ACLAPAC: он опять на базе?
[16:20:43] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:44] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:44] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:44] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:44] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:44] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:45] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:45] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:46] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:46] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:46] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:46] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:46] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:47] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:47] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:47] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:47] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:47] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:47] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_rpk_ammo_box
[16:20:50] ACLAPAC: кмх кмх
[16:20:58] ACLAPAC: хм
[16:21:05] ACLAPAC: могу дать тушенку и консервку с горошиком
[16:21:17] *** ACLAPAC заглянул в холодильник
[16:21:22] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_konserva_kukuruza.mdl
[16:21:24] TolikUSR_1<STEAM_0:1:445577586> spawned model models/black1dez/olr/dez_kartina_01.mdl
[16:21:26] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_konserva_sardina.mdl
[16:21:32] ACLAPAC: держи
[16:22:02] Gamer_X86<STEAM_0:1:425625503> spawned sent item_box_buckshot
[16:22:03] Gamer_X86<STEAM_0:1:425625503> spawned sent item_box_buckshot
[16:22:09] ▰Angry▰Timur▰: я тут понял что спас не имба
[16:22:15] ACLAPAC: вроде бы
[16:22:17] ACLAPAC: ща посмотрю
[16:22:23] ▰Angry▰Timur▰: это тут все пушки по 70 сносят
[16:22:24] *** ACLAPAC смотрит
[16:22:28] Gamer_X86: у меня 60 патронов заряжено
[16:22:29] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_konserva_olives.mdl
[16:22:33] ▰Angry▰Timur▰: тут в голову целится надо
[16:22:36] ACLAPAC: а во
[16:22:45] ACLAPAC: нашел пачку с чайными пакетиками
[16:22:51] ACLAPAC: тебе сколько чайных покетиков?
[16:23:07] *** ACLAPAC взял 3 чайного пакетика
[16:23:20] *** ACLAPAC передал 3 чайного пакетика толику
[16:23:21] *** TolikUSR_1 взял
[16:23:34] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_item_minipda.mdl
[16:23:37] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_fire_vedro.mdl
[16:23:38] ACLAPAC<STEAM_0:0:463056472> spawned model models/black1dez/olr/dez_fire_vedro.mdl
[16:24:04] TolikUSR_1<STEAM_0:1:445577586> spawned model models/black1dez/olr/dez_kitchen_lojka.mdl
[16:24:24] TolikUSR_1<STEAM_0:1:445577586> spawned model models/black1dez/olr/dez_kitchen_tarelka1.mdl
[16:24:26] Пиромант: консервы помноженные на консервы?
[16:24:32] Пиромант: и каша...
[16:24:34] ACLAPAC: так
[16:24:35] ACLAPAC: стопе
[16:24:38] ACLAPAC: тимурка рядом?
[16:24:46] ACLAPAC: я кажись недавно слышал его голос
[16:25:10] Пиромант: и я тебя слышу, стоп, титан вроде говорил, что рп войс надо
[16:25:16] Пиромант: в ручную врубать
[16:25:19] ACLAPAC<STEAM_0:0:463056472> spawned sent ent_jack_gmod_ezarmor_htorso
[16:25:20] ▰Angry▰Timur▰: ytn
[16:25:22] ▰Angry▰Timur▰: нет
[16:25:23] ACLAPAC<STEAM_0:0:463056472> spawned sent ent_jack_gmod_ezarmor_mhead
[16:25:26] ACLAPAC<STEAM_0:0:463056472> spawned sent ent_jack_gmod_ezarmor_maska
[16:25:27] ACLAPAC<STEAM_0:0:463056472> spawned sent ent_jack_gmod_ezarmor_hhead
[16:25:33] ▰Angry▰Timur▰: и + я не говорил
[16:25:36] Пиромант: я не повр
[16:25:37] Пиромант: я врач
[16:25:39] Пиромант: ку ку
[16:25:42] ACLAPAC: я же слышал твой голос
[16:25:44] ▰Angry▰Timur▰: и я только над вашей базой
[16:25:50] Пиромант: вылечить тебя от слепоты не смогу, извини
[16:26:02] Пиромант: оЧкО
[16:26:09] Пиромант: ВОТ ОНА!
[16:26:11] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_kitchen_tarelka2.mdl
[16:26:13] Пиромант: каша
[16:26:14] *** TolikUSR_1 готовит жрать
[16:26:18] Пиромант: моя
[16:26:19] TolikUSR_1<STEAM_0:1:445577586> spawned model models/black1dez/olr/dez_kitchen_tarelka2.mdl
[16:26:29] ▰Angry▰Timur▰: Или же я на базе)
[16:26:32] Gamer_X86<STEAM_0:1:425625503> spawned sent amb_survive_food
[16:26:34] Gamer_X86<STEAM_0:1:425625503> spawned sent amb_survive_food
[16:26:39] ACLAPAC: =_=
[16:26:42] ▰Angry▰Timur▰: (͡° ͜ʖ ͡°)
[16:26:45] Gamer_X86<STEAM_0:1:425625503> spawned sent amb_npc_shop
[16:26:48] Gamer_X86<STEAM_0:1:425625503> spawned sent amb_npc_shop
[16:26:51] ACLAPAC: я пшел его жопу искать
[16:26:54] Gamer_X86<STEAM_0:1:425625503> spawned sent amb_npc_shop
[16:26:56] Gamer_X86<STEAM_0:1:425625503> spawned sent amb_npc_ded
[16:26:59] ACLAPAC: лазер?
[16:26:59] Gamer_X86<STEAM_0:1:425625503> spawned sent amb_npc_job_employer
[16:27:05] Gamer_X86<STEAM_0:1:425625503> spawned sent amb_npc_shop_skin
[16:27:05] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned model models/props_c17/concrete_barrier001a.mdl
[16:27:07] ACLAPAC: стоп че блять
[16:27:12] Gamer_X86<STEAM_0:1:425625503> spawned sent amb_survive_food
[16:27:13] *** TolikUSR_1 перебирает архивы
[16:27:15] Gamer_X86<STEAM_0:1:425625503> spawned sent amb_survive_food
[16:27:17] Gamer_X86<STEAM_0:1:425625503> spawned sent amb_survive_food
[16:27:20] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned model models/props_c17/concrete_barrier001a.mdl
[16:27:22] *** Gamer_X86 ест бургер
[16:27:24] Gamer_X86<STEAM_0:1:425625503> spawned sent amb_survive_food
[16:27:28] ACLAPAC: он пробрался
[16:27:37] ACLAPAC: он удалил кажись мой проп
[16:27:45] ▰Angry▰Timur▰: не удали
[16:27:45] ACLAPAC<STEAM_0:0:463056472> spawned model models/hunter/blocks/cube4x4x025.mdl
[16:27:47] ▰Angry▰Timur▰: л
[16:27:52] ▰Angry▰Timur▰: а взорвал
[16:27:52] TolikUSR_1: акла тут 2 выебаные решётки в билеотеке
[16:27:54] ▰Angry▰Timur▰: (͡° ͜ʖ ͡°)
[16:28:01] ACLAPAC: ну сука
[16:28:02] ACLAPAC: ну тимур
[16:28:05] ACLAPAC: тебе делать не хуй?
[16:28:08] Gamer_X86<STEAM_0:1:425625503> spawned model models/hunter/blocks/cube05x05x025.mdl
[16:28:08] ACLAPAC<STEAM_0:0:463056472> spawned model models/hunter/blocks/cube1x1x1.mdl
[16:28:09] ▰Angry▰Timur▰: (͡° ͜ʖ ͡°)
[16:28:11] ACLAPAC<STEAM_0:0:463056472> spawned model models/hunter/blocks/cube1x2x05.mdl
[16:28:11] TolikUSR_1<STEAM_0:1:445577586> spawned model models/black1dez/olr/dez_box_wood_01_prt2.mdl
[16:28:12] Пиромант: вЗырЫвАтиЛь
[16:28:12] ACLAPAC<STEAM_0:0:463056472> spawned model models/hunter/blocks/cube1x2x1.mdl
[16:28:14] ACLAPAC<STEAM_0:0:463056472> spawned model models/hunter/blocks/cube2x2x2.mdl
[16:28:16] ▰Angry▰Timur▰: (͡° ͜ʖ ͡°)
[16:28:23] ACLAPAC: реально заебал
[16:28:24] Пиромант: /tts (͡° ͜ʖ ͡°)
[16:28:24] ▰Angry▰Timur▰: ̿̿ ̿̿ ̿̿ ̿'̿'\̵͇̿̿\з= (▀ ͜͞ʖ▀) =ε/̵͇̿̿/'̿'̿ ̿ ̿̿ ̿̿ ̿̿
[16:28:24] Gamer_X86<STEAM_0:1:425625503> spawned model models/hunter/blocks/cube05x05x025.mdl
[16:28:26] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:28:27] Gamer_X86<STEAM_0:1:425625503> spawned model models/hunter/blocks/cube025x025x025.mdl
[16:28:28] Gamer_X86<STEAM_0:1:425625503> spawned model models/hunter/blocks/cube025x05x025.mdl
[16:28:35] Gamer_X86<STEAM_0:1:425625503> spawned model models/sprops/cuboids/height06/size_2/cube_12x12x6.mdl
[16:28:36] Пиромант: /tts  ̿̿ ̿̿ ̿̿ ̿'̿'\̵͇̿̿\з= (▀ ͜͞ʖ▀) =ε/̵͇̿̿/'̿'̿ ̿ ̿̿ ̿̿ ̿̿
[16:28:41] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:28:41] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:28:41] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:28:43] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:28:43] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:28:43] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:28:43] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:28:43] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:28:43] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:28:44] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:28:44] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:28:44] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:28:48] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:28:50] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:28:57] ▰Angry▰Timur▰: /tts  ̿̿ ̿̿ ̿̿ ̿'̿'\̵͇̿̿\з= (▀ ͜͞ʖ▀) =ε/̵͇̿̿/'̿'̿ ̿ ̿̿ ̿̿ ̿̿
[16:29:09] ACLAPAC: опять лазер
[16:29:10] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:29:10] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:29:11] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:29:11] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:29:11] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:29:11] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:29:11] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:29:11] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:29:11] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:29:11] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:29:11] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:29:11] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:29:11] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:29:11] TolikUSR_1<STEAM_0:1:445577586> spawned model models/hunter/plates/plate1x1.mdl
[16:29:17] Пиромант: так это не твои?
[16:29:20] Пиромант: лазеры
[16:29:20] ACLAPAC: +
[16:29:23] Gamer_X86<STEAM_0:1:425625503> spawned model models/sprops/rectangles/size_2/rect_12x12x3.mdl
[16:29:23] ACLAPAC: я не ставил
[16:29:23] Пиромант: пизде
[16:29:26] Client "PIONER" connected.
[16:29:31] Gamer_X86<STEAM_0:1:425625503> spawned model models/sprops/rectangles/size_1_5/rect_6x12x3.mdl
[16:29:37] Gamer_X86<STEAM_0:1:425625503> spawned model models/sprops/rectangles_thin/size_1_5/rect_6x12x1_5.mdl
[16:29:38] ▰Angry▰Timur▰: я если че лазеры не использую
[16:29:44] ACLAPAC: веревки
[16:29:46] ACLAPAC: красные
[16:29:50] ▰Angry▰Timur▰: нет
[16:29:56] ACLAPAC: а чьи они тогда?
[16:29:58] TolikUSR_1<STEAM_0:1:445577586> spawned sent ent_jack_gmod_ezarmor_maska
[16:30:10] TolikUSR_1: мои
[16:30:11] ▰Angry▰Timur▰: я вообщени че не использую из то го что похоже на лазер
[16:30:30] Пиромант: ладн, я афк минут на 10-20
[16:30:31] ACLAPAC: охуенно рыгаешь
[16:30:39] TolikUSR_1<STEAM_0:1:445577586> spawned model models/black1dez/olr/dez_door_vagon_dist1.mdl
[16:30:51] ACLAPAC: ОН ТУТэ
[16:31:13] *** ACLAPAC использует армейскую аптечку
[16:31:15] ACLAPAC<STEAM_0:0:463056472> spawned sent item_healthvial
[16:31:15] ACLAPAC<STEAM_0:0:463056472> spawned sent item_healthkit
[16:31:16] ACLAPAC<STEAM_0:0:463056472> spawned sent item_battery
[16:31:16] ACLAPAC<STEAM_0:0:463056472> spawned sent item_battery
[16:31:17] ACLAPAC<STEAM_0:0:463056472> spawned sent item_battery
[16:31:17] ACLAPAC<STEAM_0:0:463056472> spawned sent item_battery
[16:31:17] ACLAPAC<STEAM_0:0:463056472> spawned sent item_battery
[16:31:23] TolikUSR_1: где он ?
[16:31:26] ACLAPAC: он в лабе
[16:31:28] ACLAPAC: секретной
[16:31:30] ▰Angry▰Timur▰ set the armor for Themself to 100
[16:31:30] ▰Angry▰Timur▰ set the hp for Themself to 100
[16:31:30] ACLAPAC: где всякие педики
[16:31:41] ACLAPAC<STEAM_0:0:463056472> spawned sent ent_jack_gmod_ezarmor_slcalf
[16:31:43] ACLAPAC<STEAM_0:0:463056472> spawned sent ent_jack_gmod_ezarmor_srcalf
[16:31:45] ACLAPAC<STEAM_0:0:463056472> spawned sent ent_jack_gmod_ezarmor_slforearm
[16:31:46] ACLAPAC<STEAM_0:0:463056472> spawned sent ent_jack_gmod_ezarmor_srforearm
[16:31:51] ACLAPAC<STEAM_0:0:463056472> spawned sent ent_jack_gmod_ezarmor_spelvis
[16:32:04] ACLAPAC: какие оружие же?
[16:32:35] TolikUSR_1<STEAM_0:1:445577586> spawned sent ent_jack_gmod_ezsticknade
[16:32:41] TolikUSR_1 set the armor for Themself to 100
[16:32:45] ACLAPAC<STEAM_0:0:463056472> spawned sent arccw_ammo_ar2_large
[16:32:45] ACLAPAC<STEAM_0:0:463056472> spawned sent arccw_ammo_ar2_large
[16:32:45] ACLAPAC<STEAM_0:0:463056472> spawned sent arccw_ammo_ar2_large
[16:32:46] ACLAPAC<STEAM_0:0:463056472> spawned sent arccw_ammo_ar2_large
[16:32:46] ACLAPAC<STEAM_0:0:463056472> spawned sent arccw_ammo_ar2_large
[16:32:48] TolikUSR_1<STEAM_0:1:445577586> spawned sent ent_jack_gmod_ezsticknade
[16:32:52] TolikUSR_1<STEAM_0:1:445577586> spawned sent ent_jack_gmod_ezsticknade
[16:32:55] ▰Angry▰Timur▰ set the hp for Themself to 100
[16:33:00] TolikUSR_1: он где кристал
[16:33:02] TolikUSR_1<STEAM_0:1:445577586> spawned sent ent_jack_gmod_ezsticknade
[16:33:04] ACLAPAC: опять ulx дрочит
[16:33:06] TolikUSR_1<STEAM_0:1:445577586> spawned sent ent_jack_gmod_ezsticknade
[16:33:15] TolikUSR_1<STEAM_0:1:445577586> spawned sent ent_jack_gmod_ezsticknade
[16:33:17] ACLAPAC<STEAM_0:0:463056472> spawned sent ent_jack_gmod_ezsticknade
[16:33:25] ACLAPAC killed ▰Angry▰Timur▰ using player
[16:33:34] *** ACLAPAC использует армейскую аптечку
[16:33:35] ACLAPAC<STEAM_0:0:463056472> spawned sent item_healthkit
[16:33:36] ACLAPAC<STEAM_0:0:463056472> spawned sent item_battery
[16:33:36] ACLAPAC<STEAM_0:0:463056472> spawned sent item_battery
[16:33:36] ACLAPAC<STEAM_0:0:463056472> spawned sent item_battery
[16:33:36] ACLAPAC<STEAM_0:0:463056472> spawned sent item_battery
[16:33:36] ACLAPAC<STEAM_0:0:463056472> spawned sent item_battery
[16:33:46] ▰Angry▰Timur▰: АКЛА ТИ КОГДА УСПЕЛ ОРУЖИЕ ДРУГОЕ ВЗЯТЬ1111
[16:33:46] ACLAPAC: заделываем на хуй
[16:33:47] TolikUSR_1<STEAM_0:1:445577586> spawned sent ent_jack_gmod_ezsticknade
[16:33:48] TolikUSR_1<STEAM_0:1:445577586> spawned sent ent_jack_gmod_ezsticknade
[16:33:48] TolikUSR_1<STEAM_0:1:445577586> spawned sent ent_jack_gmod_ezsticknade
[16:33:56] ACLAPAC: в рюкзаке лежало =_=
[16:34:02] ▰Angry▰Timur▰: =_=
[16:34:14] ACLAPAC: блять тяжело
[16:34:19] ACLAPAC: и больно
[16:34:21] TolikUSR_1<STEAM_0:1:445577586> spawned model models/black1dez/olr/dez_door_vagon_dist1.mdl
[16:34:25] ACLAPAC: аптечка от боли сука не спасает
[16:34:34] ACLAPAC: пойду обезбаливающее пить
[16:34:36] ACLAPAC: пиромант
[16:34:38] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned NPC npc_poisonzombie
[16:34:39] ACLAPAC: ау
[16:34:41] TolikUSR_1: он афк
[16:34:44] ACLAPAC: а
[16:34:45] ACLAPAC: ясн
[16:34:47] ACLAPAC: ку
[16:34:52] ACLAPAC: ненадо
[16:34:53] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned NPC npc_poisonzombie
[16:35:06] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:06] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:06] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:06] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:07] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:07] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:16] ACLAPAC: а че оно пищит
[16:35:16] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:16] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:17] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:17] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:17] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:17] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:17] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:18] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
